ID#,Year,Month,Day,Year-Month-Day,School,District,Incident-Type,Incident-Description,Supporting-Materials,School-Response,Media-Coverage,Social-Media-Post,Other-Related,Reported-School,Reported-Police,Source(s),Incident-Notes,Hidden,Created By,Last Modified By,Last Modified
36,2023,11,9,2023 - 11 -  9,Tillicum Middle School,Bellevue School District,Bullying or Harassment,"Woman disrupted morning drop-oﬀ, blocking cars in the line, grabbing signs that students were holding (re: school consolidation) and throwing them, pounding on windows and kicking cars screaming “Free Palestine” and calling everyone “racist.” School officials indicated that they ""do not believe this incident was antisemitic in nature.""",2023Nov-TillicumMS-SchoolLetter.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1723860000000/IOjfxfVIu1fX6tE8WBPV8w/ct4gU6vYUMrBqmR0Dn3XHg8GqOE9Ez0REs9HTZaYaNdh5Zlk4SJ2yg1dwMC663dLtBnHfTmD7nGVmo02tiLVSHiuN4RmT2YmIrnD1l86v5_WspAnHRyI8v-eF7Wx7piUIarRIVnd7H_mycfaHuaLpw2VDVzE15jjISW0G2x04woKyrSmE1OpwMxzmr9HYUPL/FWU7ie2sE4yulAzCfYnxJ64S6khUwcKWgjFXSkWGuVQ),,https://news.yahoo.com/bellevue-parents-sounding-alarm-antisemitic-033807678.html,,,Yes,,From-Google-Sheet,,,Josh Herst,Our Team,5/28/2024 2:26pm
37,2023,11,9,2023 - 11 -  9,Unknown (Seattle),,Bullying or Harassment,"A Jewish child wearing a yarmulke was harassed by classmates while walking home from school who yelled: ""Free Palestine"" and ""F*ck Jews.""  ",,,,,,,,From-Google-Sheet,,,Josh Herst,Josh Herst,3/29/2024 6:30pm
35,2023,11,3,2023 - 11 -  3,Kamiak High School,Mukilteo School District,Graffiti or Vandalism,A swastika was formed with zip ties and left at a high school.,,,,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:44pm
25,2023,10,null,2023 - 10 -  null,Mariner High School,Mukilteo School District,Teacher Issue,Teacher sent email to a co-worker encouraging support for an extremist organization that denies Hamas atrocities in Israel on October 7.,,,,,https://stopantisemitism.org/03/08/pro-hamas-washington-educator-busted-over-illegal-funding-of-terrorist-supporters/,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:46pm
26,2023,10,null,2023 - 10 -  null,Puesta del Sol Elementary,Bellevue School District,Bullying or Harassment,"Third grade Jewish student shared in class that she was sad, scared, and nervous about what was happening in Israel. Another student loudly told her that Israel was evil, and she was on the “bad” side.",,,,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:46pm
27,2023,10,null,2023 - 10 -  null,Highland Middle School,Bellevue School District,Bullying or Harassment,"Post October 7th, Palestinian flags hung throughout school hallways, on windows, lockers, boards, class doors, etc. Jewish students reported that being flooded with these images made them feel unsafe. One student taunted a Jewish student and asked if he saw all the flags around the school. 

Other incidents in the October 2023 time frame:

In the presence of a Jewish student, a group of kids loudly discussed being on ""Team Palestine"" and repeated misleading statements and conspiracy theories about Israel.

A group of students drew swastikas on the inside of book covers during a language arts class.

Multiple students repeatedly said ""Bomb Israel"" around a Jewish student and told her she should go back to Israel and die there.",,,https://komonews.com/news/local/bellevue-washington-seattle-school-antisemtic-antisemitism-schools-board-meeting-lake-washington-incident-on-the-rise-increase-surge-attack-tillicum-middle-consolidation-parents-education-jewish-israel-gaza-hamas-war-middle-east-israeli-american-council,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:45pm
83,2023,10,30,2023 - 10 -  30,Ballard High School,Seattle Public Schools,School Curriculum,"Reading list given to students studying the Arab-Israeli conflict predominantly included biased materials from Al Jazeera and Makan, a one-sided, pro-Palestinian, UK-based group. Follow up: The school principal responded to the parent complaint and agreed that the reading list lacked objectivity and indicated that they would speak with the school's History Department to ensure that this does not happen again.",2023Oct-BallardHS-Israel-Palestine-Conflict-Curriculum.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1723860000000/IzqgowHMV_mF0Rbyv2o9-w/6x20t_5dyyeqvKurtG5lYcj0f0vO6iBznqcYl8Psqt8eVxiUJ3KJ5syhvY0-IMKqVGnXrKdpQYLWnIKhFumxxCWkSMvmSut6PozU5Sr28O2rTdRTn2v9ovJXv861SWU5SxMAzuduVeCp_Gtdv9yDXv15LKJkOwEz7evY57edITXh47Ub-WOoyDPilwYJPdWiNOk9fWX9bCjWrcztjqmcseDZ0rByLMrknLACo_ssGck/p49ARQrZxoICI4BfI2KjS0UOUrmaL8chGemRO2eOvBo),,,,,Yes,,Website,,,Our Team,Our Team,5/16/2024 1:58pm
33,2023,10,27,2023 - 10 -  27,Issaquah High School,Issaquah School District,Published Materials (Print or Online),"Biased presentation shared at ""Consciousness and Racial Empowerment (CARE) club""",2023Oct23-IssaquahHS-Care-Club-Presentation.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1723860000000/FYAxtErHK4n7PQJwQv4hNw/6105ybkjrd0z1RXQujOAfeMBLMaE5e8XGPZkIU0CM3bwk41fAzegyumFdNGQ_oknwkmU3URBVgphDsRfRLuueILqJzSOKqDg7Lg6NlFdZkX-Jhpmot4BcTXPowM70Andj56qbYSYRZ23GCbORdd6Ju7FgANKIwhCn9IEJsi3NLnjVvYbCua9C2m5J57CnOB3V79FJfuxwKqu7q8fsOhbnA/8brCF1YI3IplJ3XXup7-_vTbSzkrq6cBJPFbIHHkNq0),,,https://www.instagram.com/p/C0G8IrCLcOe/,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:45pm
32,2023,10,26,2023 - 10 -  26,Unknown (Bellevue),,Bullying or Harassment,Jewish high school students were harassed with antisemitic comments and comments related to Israel.,,,,,,,,From-Google-Sheet,,,Josh Herst,Josh Herst,3/19/2024 10:37am
31,2023,10,24,2023 - 10 -  24,Highland Middle School,Bellevue School District,Bullying or Harassment,"A Jewish student was harassed by classmates who shouted, ""Free Palestine"" in the Jewish student's face and called the student a ""bitch"" for being an ""Israel supporter."" Another Jewish student overheard this and has since felt nervous and unsafe at school.",,,,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:45pm
30,2023,10,19,2023 - 10 -  19,Cougar Mountain Middle School,Issaquah School District,Bullying or Harassment,School report indicates that a student sitting at a lunch table was saying “I hate Jewish people” and making the Nazi salute.,,,,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:45pm
